Entity,Code,Year,Fossil fuels (TWh)
Canada,CAN,1966,1090.9375
Canada,CAN,1967,1149.8456
Canada,CAN,1968,1240.2434
Canada,CAN,1969,1298.4119
Canada,CAN,1970,1398.0114
Canada,CAN,1971,1434.6423
Canada,CAN,1972,1516.7059
Canada,CAN,1973,1633.6702
Canada,CAN,1974,1658.759
Canada,CAN,1975,1654.5682
Canada,CAN,1976,1716.3948
Canada,CAN,1977,1806.4119
Canada,CAN,1978,1796.423
Canada,CAN,1979,1833.9663
Canada,CAN,1980,1856.9852
Canada,CAN,1981,1789.417
Canada,CAN,1982,1736.7207
Canada,CAN,1983,1669.3004
Canada,CAN,1984,1764.493
Canada,CAN,1985,1782.3145
Canada,CAN,1986,1758.2021
Canada,CAN,1987,1815.9829
Canada,CAN,1988,1944.6919
Canada,CAN,1989,2032.3704
Canada,CAN,1990,1916.0156
Canada,CAN,1991,1860.1794
Canada,CAN,1992,1928.2595
Canada,CAN,1993,1946.9708
Canada,CAN,1994,2009.3557
Canada,CAN,1995,2095.3997
Canada,CAN,1996,2139.88
Canada,CAN,1997,2201.377
Canada,CAN,1998,2231.2102
Canada,CAN,1999,2293.156
Canada,CAN,2000,2356.5771
Canada,CAN,2001,2350.008
Canada,CAN,2002,2428.9885
Canada,CAN,2003,2495.3928
Canada,CAN,2004,2508.9727
Canada,CAN,2005,2469.9326
Canada,CAN,2006,2464.5818
Canada,CAN,2007,2579.4573
Canada,CAN,2008,2505.8813
Canada,CAN,2009,2391.9766
Canada,CAN,2010,2469.1953
Canada,CAN,2011,2532.3904
Canada,CAN,2012,2525.1394
Canada,CAN,2013,2571.4575
Canada,CAN,2014,2600.671
Canada,CAN,2015,2610.2627
Canada,CAN,2016,2538.53
Canada,CAN,2017,2579.9878
Canada,CAN,2018,2644.456
Canada,CAN,2019,2636.0762
Canada,CAN,2020,2387.8423
Canada,CAN,2021,2450.4277
Canada,CAN,2022,2508.7573
Central America (EI),,1971,49.314613
Central America (EI),,1972,52.21628
Central America (EI),,1973,57.527264
Central America (EI),,1974,60.87006
Central America (EI),,1975,68.0456
Central America (EI),,1976,71.1939
Central America (EI),,1977,76.02139
Central America (EI),,1978,77.03145
Central America (EI),,1979,77.80512
Central America (EI),,1980,72.75375
Central America (EI),,1981,70.39678
Central America (EI),,1982,70.2089
Central America (EI),,1983,69.149864
Central America (EI),,1984,70.41926
Central America (EI),,1985,71.96504
Central America (EI),,1986,71.69291
Central America (EI),,1987,77.06687
Central America (EI),,1988,74.7361
Central America (EI),,1989,78.27777
Central America (EI),,1990,80.66918
Central America (EI),,1991,88.07179
Central America (EI),,1992,100.06489
Central America (EI),,1993,106.93358
Central America (EI),,1994,116.98088
Central America (EI),,1995,129.4464
Central America (EI),,1996,126.96608
Central America (EI),,1997,137.14766
Central America (EI),,1998,157.42514
Central America (EI),,1999,155.52713
Central America (EI),,2000,160.82478
Central America (EI),,2001,172.18242
Central America (EI),,2002,174.67159
Central America (EI),,2003,182.15605
Central America (EI),,2004,187.47156
Central America (EI),,2005,185.49872
Central America (EI),,2006,196.29962
Central America (EI),,2007,206.24794
Central America (EI),,2008,209.09975
Central America (EI),,2009,205.57126
Central America (EI),,2010,209.00453
Central America (EI),,2011,216.40279
Central America (EI),,2012,222.13379
Central America (EI),,2013,226.58461
Central America (EI),,2014,233.60103
Central America (EI),,2015,258.93344
Central America (EI),,2016,269.8396
Central America (EI),,2017,272.53937
Central America (EI),,2018,274.41522
Central America (EI),,2019,304.49368
Central America (EI),,2020,257.71542
Central America (EI),,2021,293.87613
Central America (EI),,2022,308.1147
Chile,CHL,1965,60.740894
Chile,CHL,1966,65.35045
Chile,CHL,1967,66.60629
Chile,CHL,1968,68.31723
Chile,CHL,1969,73.09748
Chile,CHL,1970,77.008125
Chile,CHL,1971,82.678474
Chile,CHL,1972,81.819565
Chile,CHL,1973,79.03475
Chile,CHL,1974,76.96213
Chile,CHL,1975,67.77603
Chile,CHL,1976,70.41761
Chile,CHL,1977,73.51538
Chile,CHL,1978,76.37148
Chile,CHL,1979,81.25277
Chile,CHL,1980,83.36682
Chile,CHL,1981,83.13211
Chile,CHL,1982,73.835236
Chile,CHL,1983,75.45194
Chile,CHL,1984,78.38697
Chile,CHL,1985,76.543526
Chile,CHL,1986,78.29018
Chile,CHL,1987,81.05015
Chile,CHL,1988,95.539055
Chile,CHL,1989,115.62215
Chile,CHL,1990,126.16681
Chile,CHL,1991,132.82468
Chile,CHL,1992,139.12952
Chile,CHL,1993,148.7303
Chile,CHL,1994,159.55412
Chile,CHL,1995,171.78818
Chile,CHL,1996,190.40225
Chile,CHL,1997,219.48001
Chile,CHL,1998,230.64337
Chile,CHL,1999,248.3395
Chile,CHL,2000,246.57965
Chile,CHL,2001,244.26062
Chile,CHL,2002,247.41664
Chile,CHL,2003,251.50714
Chile,CHL,2004,277.37488
Chile,CHL,2005,278.3596
Chile,CHL,2006,284.81113
Chile,CHL,2007,297.50623
Chile,CHL,2008,289.55493
Chile,CHL,2009,273.00623
Chile,CHL,2010,291.75623
Chile,CHL,2011,314.42792
Chile,CHL,2012,327.24335
Chile,CHL,2013,335.98645
Chile,CHL,2014,326.0216
Chile,CHL,2015,323.49213
Chile,CHL,2016,346.34103
Chile,CHL,2017,349.837
Chile,CHL,2018,354.32806
Chile,CHL,2019,362.76712
Chile,CHL,2020,328.05585
Chile,CHL,2021,360.71533
Chile,CHL,2022,357.13657
China,CHN,1965,1470.8535
China,CHN,1966,1602.8173
China,CHN,1967,1443.7516
China,CHN,1968,1449.0682
China,CHN,1969,1776.4086
China,CHN,1970,2290.621
China,CHN,1971,2714.149
China,CHN,1972,2921.401
China,CHN,1973,3077.9966
China,CHN,1974,3163.5293
China,CHN,1975,3551.4854
China,CHN,1976,3744.1455
China,CHN,1977,4088.734
China,CHN,1978,4504.213
China,CHN,1979,4628.246
China,CHN,1980,4655.374
China,CHN,1981,4570.128
China,CHN,1982,4756.829
China,CHN,1983,5042.164
China,CHN,1984,5428.434
China,CHN,1985,5877.182
China,CHN,1986,6164.527
China,CHN,1987,6654.4683
China,CHN,1988,7144.303
China,CHN,1989,7486.3027
China,CHN,1990,7563.2725
China,CHN,1991,7968.69
China,CHN,1992,8386.55
China,CHN,1993,9003.102
China,CHN,1994,9509.277
China,CHN,1995,9741.276
China,CHN,1996,10305.78
China,CHN,1997,10351.442
China,CHN,1998,10363.471
China,CHN,1999,10752.908
China,CHN,2000,11085.259
China,CHN,2001,11595.461
China,CHN,2002,12657.19
China,CHN,2003,14859.567
China,CHN,2004,17332.893
China,CHN,2005,19713.344
China,CHN,2006,21612.988
China,CHN,2007,23448.26
China,CHN,2008,23943.34
China,CHN,2009,25087.559
China,CHN,2010,26643.771
China,CHN,2011,28885.965
China,CHN,2012,29585.432
China,CHN,2013,30528.387
China,CHN,2014,30830.85
China,CHN,2015,30885.832
China,CHN,2016,30593.768
China,CHN,2017,31511.137
China,CHN,2018,32726.068
China,CHN,2019,33921.184
China,CHN,2020,34753.18
China,CHN,2021,36318.707
China,CHN,2022,36138.06
Colombia,COL,1965,87.193954
Colombia,COL,1966,98.28492
Colombia,COL,1967,102.882065
Colombia,COL,1968,105.82264
Colombia,COL,1969,105.7025
Colombia,COL,1970,115.535034
Colombia,COL,1971,113.01886
Colombia,COL,1972,131.15431
Colombia,COL,1973,124.29948
Colombia,COL,1974,138.66228
Colombia,COL,1975,126.253235
Colombia,COL,1976,131.3734
Colombia,COL,1977,136.13484
Colombia,COL,1978,139.8341
Colombia,COL,1979,143.43137
Colombia,COL,1980,147.2901
Colombia,COL,1981,150.58688
Colombia,COL,1982,153.24069
Colombia,COL,1983,163.43623
Colombia,COL,1984,160.88113
Colombia,COL,1985,164.07175
Colombia,COL,1986,166.0329
Colombia,COL,1987,181.6726
Colombia,COL,1988,177.71396
Colombia,COL,1989,184.41614
Colombia,COL,1990,170.30153
Colombia,COL,1991,176.32446
Colombia,COL,1992,201.53711
Colombia,COL,1993,208.5735
Colombia,COL,1994,220.176
Colombia,COL,1995,227.60977
Colombia,COL,1996,230.67043
Colombia,COL,1997,247.55447
Colombia,COL,1998,253.80176
Colombia,COL,1999,221.76324
Colombia,COL,2000,221.47385
Colombia,COL,2001,222.34348
Colombia,COL,2002,216.20808
Colombia,COL,2003,216.34874
Colombia,COL,2004,227.41324
Colombia,COL,2005,220.05911
Colombia,COL,2006,261.50226
Colombia,COL,2007,263.73776
Colombia,COL,2008,275.28943
Colombia,COL,2009,282.66748
Colombia,COL,2010,303.13828
Colombia,COL,2011,298.92303
Colombia,COL,2012,329.3272
Colombia,COL,2013,352.07034
Colombia,COL,2014,375.77335
Colombia,COL,2015,349.08905
Colombia,COL,2016,404.98053
Colombia,COL,2017,383.1873
Colombia,COL,2018,392.41602
Colombia,COL,2019,401.76218
Colombia,COL,2020,363.88287
Colombia,COL,2021,396.19885
Colombia,COL,2022,421.33685
Croatia,HRV,1990,89.20179
Croatia,HRV,1991,67.419365
Croatia,HRV,1992,67.64407
Croatia,HRV,1993,70.49165
Croatia,HRV,1994,68.77319
Croatia,HRV,1995,71.01694
Croatia,HRV,1996,70.96239
Croatia,HRV,1997,76.04705
Croatia,HRV,1998,80.897385
Croatia,HRV,1999,80.41928
Croatia,HRV,2000,77.46547
Croatia,HRV,2001,80.421455
Croatia,HRV,2002,84.54285
Croatia,HRV,2003,90.4913
Croatia,HRV,2004,88.54533
Croatia,HRV,2005,89.06604
Croatia,HRV,2006,89.03258
Croatia,HRV,2007,95.01379
Croatia,HRV,2008,91.40181
Croatia,HRV,2009,85.492805
Croatia,HRV,2010,82.44185
Croatia,HRV,2011,79.79889
Croatia,HRV,2012,72.79537
Croatia,HRV,2013,70.367516
Croatia,HRV,2014,68.66936
Croatia,HRV,2015,70.38391
Croatia,HRV,2016,72.107635
Croatia,HRV,2017,75.561066
Croatia,HRV,2018,71.60204
Croatia,HRV,2019,72.604904
Croatia,HRV,2020,67.61569
Croatia,HRV,2021,69.07713
Croatia,HRV,2022,69.119995
Cyprus,CYP,2006,34.407574
Cyprus,CYP,2007,34.965965
Czechia,CZE,1965,462.17874
Czechia,CZE,1966,466.06412
Czechia,CZE,1967,459.3339
Czechia,CZE,1968,480.55356
Czechia,CZE,1969,501.99152
Czechia,CZE,1970,521.81415
Czechia,CZE,1971,550.1291
Czechia,CZE,1972,553.1077
Czechia,CZE,1973,556.9681
Czechia,CZE,1974,560.79266
Czechia,CZE,1975,583.9356
Czechia,CZE,1976,601.4528
Czechia,CZE,1977,619.83203
Czechia,CZE,1978,628.9913
Czechia,CZE,1979,634.329
Czechia,CZE,1980,613.7419
Czechia,CZE,1981,610.13086
Czechia,CZE,1982,604.06635
Czechia,CZE,1983,604.5162
Czechia,CZE,1984,622.94824
Czechia,CZE,1985,619.76715
Czechia,CZE,1986,615.55817
Czechia,CZE,1987,615.6018
Czechia,CZE,1988,616.3788
Czechia,CZE,1989,595.90546
Czechia,CZE,1990,507.60083
Czechia,CZE,1991,459.99417
Czechia,CZE,1992,444.05426
Czechia,CZE,1993,438.49524
Czechia,CZE,1994,424.2693
Czechia,CZE,1995,444.11426
Czechia,CZE,1996,459.45032
Czechia,CZE,1997,439.89252
Czechia,CZE,1998,424.46793
Czechia,CZE,1999,403.44437
Czechia,CZE,2000,428.37277
Czechia,CZE,2001,435.4642
Czechia,CZE,2002,424.6539
Czechia,CZE,2003,436.25784
Czechia,CZE,2004,446.54657
Czechia,CZE,2005,442.445
Czechia,CZE,2006,447.79843
Czechia,CZE,2007,442.39252
Czechia,CZE,2008,429.70972
Czechia,CZE,2009,403.8886
Czechia,CZE,2010,419.10333
Czechia,CZE,2011,402.46118
Czechia,CZE,2012,392.82156
Czechia,CZE,2013,379.32996
Czechia,CZE,2014,370.3104
Czechia,CZE,2015,370.1322
Czechia,CZE,2016,371.33807
Czechia,CZE,2017,386.32162
Czechia,CZE,2018,381.9547
Czechia,CZE,2019,368.21613
Czechia,CZE,2020,332.54346
Czechia,CZE,2021,354.46506
Czechia,CZE,2022,352.1951
Denmark,DNK,1983,189.82906
Denmark,DNK,1984,192.99988
Denmark,DNK,1985,217.46097
Denmark,DNK,1986,222.02472
Denmark,DNK,1987,213.84514
Denmark,DNK,1988,211.09132
Denmark,DNK,1989,194.07782
Denmark,DNK,1990,199.40321
Denmark,DNK,1991,229.4569
Denmark,DNK,1992,213.6849
Denmark,DNK,1993,225.84038
Denmark,DNK,1994,242.76701
Denmark,DNK,1995,237.98395
Denmark,DNK,1996,283.54694
Denmark,DNK,1997,254.1063
Denmark,DNK,1998,241.82932
Denmark,DNK,1999,232.78914
Denmark,DNK,2000,219.73676
Denmark,DNK,2001,219.65651
Denmark,DNK,2002,216.42538
Denmark,DNK,2003,231.08041
Denmark,DNK,2004,213.30814
Denmark,DNK,2005,198.45697
Denmark,DNK,2006,224.2651
Denmark,DNK,2007,208.29022
Denmark,DNK,2008,196.97833
Denmark,DNK,2009,185.03546
Denmark,DNK,2010,191.2015
Denmark,DNK,2011,171.63606
Denmark,DNK,2012,154.03226
Denmark,DNK,2013,159.75766
Denmark,DNK,2014,146.59099
Denmark,DNK,2015,139.1057
Denmark,DNK,2016,143.523
Denmark,DNK,2017,134.88422
Denmark,DNK,2018,135.57652
Denmark,DNK,2019,125.216675
Denmark,DNK,2020,103.26866
Denmark,DNK,2021,111.88112
Denmark,DNK,2022,107.87459
Eastern Africa (EI),,1966,98.09587
Eastern Africa (EI),,1967,103.11603
Eastern Africa (EI),,1968,106.95599
Eastern Africa (EI),,1969,114.382355
Eastern Africa (EI),,1970,121.4258
Eastern Africa (EI),,1971,129.24483
Eastern Africa (EI),,1972,128.84177
Eastern Africa (EI),,1973,137.10294
Eastern Africa (EI),,1974,135.50853
Eastern Africa (EI),,1975,129.49318
Eastern Africa (EI),,1976,139.00565
Eastern Africa (EI),,1977,134.30984
Eastern Africa (EI),,1978,132.2833
Eastern Africa (EI),,1979,133.00449
Eastern Africa (EI),,1980,137.4039
Eastern Africa (EI),,1981,132.43874
Eastern Africa (EI),,1982,126.554
Eastern Africa (EI),,1983,133.3498
Eastern Africa (EI),,1984,130.79347
Eastern Africa (EI),,1985,138.11693
Eastern Africa (EI),,1986,142.5179
Eastern Africa (EI),,1987,149.47784
Eastern Africa (EI),,1988,160.33257
Eastern Africa (EI),,1989,161.1337
Eastern Africa (EI),,1990,177.61566
Eastern Africa (EI),,1991,166.5427
Eastern Africa (EI),,1992,168.91379
Eastern Africa (EI),,1993,184.05627
Eastern Africa (EI),,1994,183.35225
Eastern Africa (EI),,1995,184.94078
Eastern Africa (EI),,1996,182.72823
Eastern Africa (EI),,1997,194.75232
Eastern Africa (EI),,1998,193.65291
Eastern Africa (EI),,1999,195.9864
Eastern Africa (EI),,2000,187.8853
Eastern Africa (EI),,2001,201.16908
Eastern Africa (EI),,2002,197.30888
Eastern Africa (EI),,2003,198.13333
Eastern Africa (EI),,2004,216.91844
Eastern Africa (EI),,2005,229.46335
Eastern Africa (EI),,2006,236.69174
Eastern Africa (EI),,2007,246.2364
Eastern Africa (EI),,2008,245.1096
Eastern Africa (EI),,2009,262.39844
Eastern Africa (EI),,2010,280.81482
Eastern Africa (EI),,2011,295.175
Eastern Africa (EI),,2012,309.45642
Eastern Africa (EI),,2013,339.3485
Eastern Africa (EI),,2014,375.11417
Eastern Africa (EI),,2015,396.63043
Eastern Africa (EI),,2016,398.0908
Eastern Africa (EI),,2017,430.99136
Eastern Africa (EI),,2018,448.32797
Eastern Africa (EI),,2019,450.31757
Eastern Africa (EI),,2020,415.6358
Eastern Africa (EI),,2021,453.22702
Eastern Africa (EI),,2022,467.16293
Ecuador,ECU,1990,66.23652
Ecuador,ECU,1991,74.42925
Ecuador,ECU,1992,74.27258
Ecuador,ECU,1993,75.05091
Ecuador,ECU,1994,80.90927
Ecuador,ECU,1995,79.55851
Ecuador,ECU,1996,89.1561
Ecuador,ECU,1997,100.899734
Ecuador,ECU,1998,101.60559
Ecuador,ECU,1999,89.00921
Ecuador,ECU,2000,81.62249
Ecuador,ECU,2001,84.71088
Ecuador,ECU,2002,82.14731
Ecuador,ECU,2003,85.78332
Ecuador,ECU,2004,92.68766
Ecuador,ECU,2005,100.688576
Ecuador,ECU,2006,106.934685
Ecuador,ECU,2007,107.996414
Ecuador,ECU,2008,110.877556
Ecuador,ECU,2009,113.341064
Ecuador,ECU,2010,130.43175
Ecuador,ECU,2011,133.01184
Ecuador,ECU,2012,139.3939
Ecuador,ECU,2013,148.28406
Ecuador,ECU,2014,155.93242
Ecuador,ECU,2015,151.02039
Ecuador,ECU,2016,142.99207
Ecuador,ECU,2017,139.20068
Ecuador,ECU,2018,149.29913
Ecuador,ECU,2019,143.90799
Ecuador,ECU,2020,116.63073
Ecuador,ECU,2021,143.54294
Ecuador,ECU,2022,152.80765
Egypt,EGY,1965,86.55231
Egypt,EGY,1966,91.06561
Egypt,EGY,1967,76.76949
Egypt,EGY,1968,80.24432
Egypt,EGY,1969,61.574657
Egypt,EGY,1970,77.56635
Egypt,EGY,1971,79.06659
Egypt,EGY,1972,89.02644
Egypt,EGY,1973,83.335304
Egypt,EGY,1974,93.95104
Egypt,EGY,1975,104.20252
Egypt,EGY,1976,124.95768
Egypt,EGY,1977,134.54713
Egypt,EGY,1978,140.98973
Egypt,EGY,1979,157.6716
Egypt,EGY,1980,182.67712
Egypt,EGY,1981,210.89493
Egypt,EGY,1982,237.9749
Egypt,EGY,1983,261.78815
Egypt,EGY,1984,288.6369
Egypt,EGY,1985,301.7989
Egypt,EGY,1986,309.78644
Egypt,EGY,1987,330.10748
Egypt,EGY,1988,335.7696
Egypt,EGY,1989,353.41476
Egypt,EGY,1990,361.89252
Egypt,EGY,1991,367.11115
Egypt,EGY,1992,363.64752
Egypt,EGY,1993,363.0694
Egypt,EGY,1994,381.50494
Egypt,EGY,1995,404.72595
Egypt,EGY,1996,427.31876
Egypt,EGY,1997,445.6936
Egypt,EGY,1998,464.5144
Egypt,EGY,1999,497.10986
Egypt,EGY,2000,526.3706
Egypt,EGY,2001,550.4415
Egypt,EGY,2002,568.773
Egypt,EGY,2003,607.6346
Egypt,EGY,2004,643.62256
Egypt,EGY,2005,661.74805
Egypt,EGY,2006,698.5427
Egypt,EGY,2007,742.50116
Egypt,EGY,2008,786.8004
Egypt,EGY,2009,820.30597
Egypt,EGY,2010,855.1744
Egypt,EGY,2011,897.4458
Egypt,EGY,2012,934.4486
Egypt,EGY,2013,927.70294
Egypt,EGY,2014,915.91486
Egypt,EGY,2015,929.656
Egypt,EGY,2016,983.2111
Egypt,EGY,2017,1024.6521
Egypt,EGY,2018,1023.5931
Egypt,EGY,2019,993.5246
Egypt,EGY,2020,919.15857
Egypt,EGY,2021,988.4492
Egypt,EGY,2022,1042.9896
Estonia,EST,1985,118.452614
Estonia,EST,1986,117.88285
Estonia,EST,1987,119.66634
Estonia,EST,1988,117.632866
Estonia,EST,1989,121.22505
Estonia,EST,1990,127.5705
Estonia,EST,1991,116.732086
Estonia,EST,1992,81.38799
Estonia,EST,1993,67.58692
Estonia,EST,1994,68.5388
Estonia,EST,1995,62.146576
Estonia,EST,1996,65.996574
Estonia,EST,1997,65.002014
Estonia,EST,1998,58.292824
Estonia,EST,1999,53.683647
Estonia,EST,2000,55.296604
Estonia,EST,2001,57.750828
Estonia,EST,2002,57.499256
Estonia,EST,2003,62.68629
Estonia,EST,2004,63.916676
Estonia,EST,2005,64.14318
Estonia,EST,2006,63.291786
Estonia,EST,2007,73.31503
Estonia,EST,2008,67.23302
Estonia,EST,2009,57.060886
Estonia,EST,2010,69.847244
Estonia,EST,2011,69.31334
Estonia,EST,2012,68.93671
Estonia,EST,2013,73.6856
Estonia,EST,2014,69.839325
Estonia,EST,2015,63.885067
Estonia,EST,2016,65.999886
Estonia,EST,2017,72.88536
Estonia,EST,2018,71.61902
Estonia,EST,2019,56.056152
Estonia,EST,2020,49.836884
Estonia,EST,2021,52.478363
Estonia,EST,2022,52.254677
Europe,,1965,18040.414
Europe,,1966,18725.041
Europe,,1967,19468.668
Europe,,1968,20525.055
Europe,,1969,21843.61
Europe,,1970,23158.85
Europe,,1971,23970.354
Europe,,1972,25122.734
Europe,,1973,26532.684
Europe,,1974,26674.383
Europe,,1975,26900.479
Europe,,1976,28305.39
Europe,,1977,28758.291
Europe,,1978,29879.764
Europe,,1979,30836.889
Europe,,1980,30477.56
Europe,,1981,29954.541
Europe,,1982,29827.781
Europe,,1983,30016.596
Europe,,1984,30561.48
Europe,,1985,29190.621
Europe,,1986,29672.89
Europe,,1987,30192.584
Europe,,1988,30268.707
Europe,,1989,30267.363
Europe,,1990,30296.844
Europe,,1991,29730.371
Europe,,1992,28381.848
Europe,,1993,27056.703
Europe,,1994,25796.328
Europe,,1995,25632.396
Europe,,1996,25801.768
Europe,,1997,25174.148
Europe,,1998,25276.344
Europe,,1999,25109.95
Europe,,2000,25307.494
Europe,,2001,25628.006
Europe,,2002,25563.428
Europe,,2003,26156.68
Europe,,2004,26344.371
Europe,,2005,26396.191
Europe,,2006,26829.59
Europe,,2007,26579.707
Europe,,2008,26351.707
Europe,,2009,24480.172
Europe,,2010,25354.889
Europe,,2011,25048.824
Europe,,2012,24734.588
Europe,,2013,24189.742
Europe,,2014,23169.67
Europe,,2015,23058.387
Europe,,2016,23445.352
Europe,,2017,23643.03
Europe,,2018,23765.145
Europe,,2019,23216.477
Europe,,2020,21209.012
Europe,,2021,22591.658
Europe,,2022,21391.652
Europe (EI),,1965,11454.287
Europe (EI),,1966,11743.8125
Europe (EI),,1967,12106.928
Europe (EI),,1968,12937.832
Europe (EI),,1969,13947.361
Europe (EI),,1970,14866.35
Europe (EI),,1971,15270.309
Europe (EI),,1972,15968.656
Europe (EI),,1973,16922.316
Europe (EI),,1974,16550.16
Europe (EI),,1975,16263.381
Europe (EI),,1976,17305.666
Europe (EI),,1977,17325.498
Europe (EI),,1978,18001.025
Europe (EI),,1979,18614.582
Europe (EI),,1980,18044.1
Europe (EI),,1981,17279.139
Europe (EI),,1982,16835.307
Europe (EI),,1983,16795.07
Europe (EI),,1984,16967.2
Europe (EI),,1985,20332.08
Europe (EI),,1986,20652.621
Europe (EI),,1987,20936.213
Europe (EI),,1988,20871.273
Europe (EI),,1989,20871.49
Europe (EI),,1990,21077.459
Europe (EI),,1991,20670.875
Europe (EI),,1992,19786.504
Europe (EI),,1993,19209.143
Europe (EI),,1994,18718.227
Europe (EI),,1995,19088.031
Europe (EI),,1996,19551.926
Europe (EI),,1997,19368.545
Europe (EI),,1998,19492.852
Europe (EI),,1999,19302.973
Europe (EI),,2000,19467.266
Europe (EI),,2001,19663.188
Europe (EI),,2002,19639.553
Europe (EI),,2003,20131.777
Europe (EI),,2004,20294.285
Europe (EI),,2005,20397.354
Europe (EI),,2006,20591.15
Europe (EI),,2007,20414.105
Europe (EI),,2008,20124.273
Europe (EI),,2009,18689.826
Europe (EI),,2010,19257.328
Europe (EI),,2011,18762.775
Europe (EI),,2012,18447.943
Europe (EI),,2013,18035.29
Europe (EI),,2014,17077.582
Europe (EI),,2015,17201.867
Europe (EI),,2016,17525.28
Europe (EI),,2017,17791.895
Europe (EI),,2018,17550.117
Europe (EI),,2019,17058.742
Europe (EI),,2020,15424.672
Europe (EI),,2021,16311.486
Europe (EI),,2022,15762.755
European Union (27),,1965,8769.01
European Union (27),,1966,9030.785
European Union (27),,1967,9390.282
European Union (27),,1968,10091.1
European Union (27),,1969,10985.857
European Union (27),,1970,11787.685
European Union (27),,1971,12176.873
European Union (27),,1972,12811.505
European Union (27),,1973,13575.493
European Union (27),,1974,13356.01
European Union (27),,1975,13184.347
European Union (27),,1976,14138.478
European Union (27),,1977,14078.226
European Union (27),,1978,14664.434
European Union (27),,1979,15154.927
European Union (27),,1980,14826.718
European Union (27),,1981,14142.244
European Union (27),,1982,13717.096
European Union (27),,1983,13612.359
European Union (27),,1984,13770.934
European Union (27),,1985,14275.28
European Union (27),,1986,14405.806
European Union (27),,1987,14605.109
European Union (27),,1988,14559.602
European Union (27),,1989,14678.344
European Union (27),,1990,14523.792
European Union (27),,1991,14346.088
European Union (27),,1992,13969.613
European Union (27),,1993,13743.169
European Union (27),,1994,13654.119
European Union (27),,1995,14001.79
European Union (27),,1996,14418.981
European Union (27),,1997,14280.051
European Union (27),,1998,14428.102
European Union (27),,1999,14297.467
European Union (27),,2000,14325.559
European Union (27),,2001,14545.537
European Union (27),,2002,14532.186
European Union (27),,2003,14881.24
European Union (27),,2004,14974.894
European Union (27),,2005,15016.381
European Union (27),,2006,15098.7
European Union (27),,2007,14897.396
European Union (27),,2008,14661.004
European Union (27),,2009,13627.175
European Union (27),,2010,14031.172
European Union (27),,2011,13564.696
European Union (27),,2012,13225.471
European Union (27),,2013,12928.526
European Union (27),,2014,12240.449
European Union (27),,2015,12492.099
European Union (27),,2016,12709.576
European Union (27),,2017,12977.463
European Union (27),,2018,12786.671
European Union (27),,2019,12418.167
European Union (27),,2020,11129.8125
European Union (27),,2021,11809.206
European Union (27),,2022,11520.51
Finland,FIN,1974,170.3766
Finland,FIN,1975,175.14914
Finland,FIN,1976,196.00223
Finland,FIN,1977,193.42358
Finland,FIN,1978,207.74915
Finland,FIN,1979,214.7053
Finland,FIN,1980,214.66275
Finland,FIN,1981,185.53082
Finland,FIN,1982,177.9198
Finland,FIN,1983,171.27687
Finland,FIN,1984,180.00433
Finland,FIN,1985,195.56491
Finland,FIN,1986,198.63235
Finland,FIN,1987,208.14691
Finland,FIN,1988,207.69693
Finland,FIN,1989,211.28986
Finland,FIN,1990,220.15292
Finland,FIN,1991,220.41238
Finland,FIN,1992,214.54427
Finland,FIN,1993,217.08345
Finland,FIN,1994,238.41681
Finland,FIN,1995,218.85355
Finland,FIN,1996,238.31111
Finland,FIN,1997,231.65076
Finland,FIN,1998,227.86586
Finland,FIN,1999,227.32434
Finland,FIN,2000,224.163
Finland,FIN,2001,237.2849
Finland,FIN,2002,245.9748
Finland,FIN,2003,273.59238
Finland,FIN,2004,253.2829
Finland,FIN,2005,223.27707
Finland,FIN,2006,253.28436
Finland,FIN,2007,246.21289
Finland,FIN,2008,223.68834
Finland,FIN,2009,212.70073
Finland,FIN,2010,237.39333
Finland,FIN,2011,214.82587
Finland,FIN,2012,194.50394
Finland,FIN,2013,202.24971
Finland,FIN,2014,186.62822
Finland,FIN,2015,175.87355
Finland,FIN,2016,185.29663
Finland,FIN,2017,175.71263
Finland,FIN,2018,180.04237
Finland,FIN,2019,170.7123
Finland,FIN,2020,150.2801
Finland,FIN,2021,146.42303
Finland,FIN,2022,137.79115
France,FRA,1965,1168.4838
France,FRA,1966,1181.7335
France,FRA,1967,1285.1718
France,FRA,1968,1345.749
France,FRA,1969,1490.1211
France,FRA,1970,1615.0312
France,FRA,1971,1699.4092
France,FRA,1972,1813.4574
France,FRA,1973,1988.1039
France,FRA,1974,1923.9535
France,FRA,1975,1779.1871
France,FRA,1976,1950.3679
France,FRA,1977,1890.5288
France,FRA,1978,1975.6165
France,FRA,1979,2021.1165
France,FRA,1980,1923.0944
France,FRA,1981,1767.7461
France,FRA,1982,1677.9037
France,FRA,1983,1635.6102
France,FRA,1984,1589.1597
France,FRA,1985,1582.2897
France,FRA,1986,1555.1406
France,FRA,1987,1544.5032
France,FRA,1988,1531.791
France,FRA,1989,1571.7229
France,FRA,1990,1601.255
France,FRA,1991,1707.9404
France,FRA,1992,1677.7042
France,FRA,1993,1606.0608
France,FRA,1994,1551.727
France,FRA,1995,1585.171
France,FRA,1996,1654.8822
France,FRA,1997,1624.6814
France,FRA,1998,1718.9286
France,FRA,1999,1722.8291
France,FRA,2000,1719.7067
France,FRA,2001,1725.4396
France,FRA,2002,1697.5334
France,FRA,2003,1730.169
