Entity,Date,Seasonal variation,Combined measurements,Monthly averaged,Annual averaged,sea_temperature_anomaly,Sea surface temp (lower-bound),Sea surface temp (upper-bound),Monthly pH measurement,Annual average,Temperature anomaly,Church & White,University of Hawaii,Average,arctic_sea_ice_osisaf,Monthly averaged,Annual averaged,Monthly averaged,Annual averaged,Snow cover,Annual average,sea_ice_extent,ocean_heat_content_2000m,ocean_heat_content_700m
Northern Hemisphere,1907-07-15,,,,,-0.36825,-0.441,-0.2765,,,-0.4,,,,,,,,,,,,,
Northern Hemisphere,1907-08-15,,,,,-0.59654,-0.6665,-0.505,,,-0.38,,,,,,,,,,,,,
Northern Hemisphere,1907-09-15,,,,,-0.52887,-0.6075,-0.4395,,,-0.4,,,,,,,,,,,,,
Northern Hemisphere,1907-10-15,,,,,-0.48612,-0.5835,-0.391,,,-0.19,,,,,,,,,,,,,
Northern Hemisphere,1907-11-15,,,,,-0.44792,-0.5565,-0.3335,,,-0.55,,,,,,,,,,,,,
Northern Hemisphere,1907-12-15,,,,,-0.42658,-0.5415,-0.2975,,,-0.58,,,,,,,,,,,,,
Northern Hemisphere,1908-01-15,,,,,-0.4868,-0.5845,-0.359,,,-0.54,,,,,,,,,,,,,
Northern Hemisphere,1908-02-15,,,,,-0.48325,-0.57,-0.369,,,-0.27,,,,,,,,,,,,,
Northern Hemisphere,1908-03-15,,,,,-0.60381,-0.6815,-0.5065,,,-0.7,,,,,,,,,,,,,
Northern Hemisphere,1908-04-15,,,,,-0.48895,-0.553,-0.4165,,,-0.47,,,,,,,,,,,,,
Northern Hemisphere,1908-05-15,,,,,-0.50315,-0.554,-0.442,,,-0.28,,,,,,,,,,,,,
Northern Hemisphere,1908-06-15,,,,,-0.48261,-0.5455,-0.4115,,,-0.29,,,,,,,,,,,,,
Northern Hemisphere,1908-07-15,,,,,-0.52622,-0.6055,-0.443,,,-0.35,,,,,,,,,,,,,
Northern Hemisphere,1908-08-15,,,,,-0.47393,-0.549,-0.3885,,,-0.57,,,,,,,,,,,,,
Northern Hemisphere,1908-09-15,,,,,-0.56033,-0.628,-0.481,,,-0.31,,,,,,,,,,,,,
Northern Hemisphere,1908-10-15,,,,,-0.51359,-0.594,-0.424,,,-0.45,,,,,,,,,,,,,
Northern Hemisphere,1908-11-15,,,,,-0.5604,-0.65,-0.4545,,,-0.63,,,,,,,,,,,,,
Northern Hemisphere,1908-12-15,,,,,-0.60706,-0.703,-0.4835,,,-0.55,,,,,,,,,,,,,
Northern Hemisphere,1909-01-15,,,,,-0.41085,-0.491,-0.3035,,,-0.93,,,,,,,,,,,,,
Northern Hemisphere,1909-02-15,,,,,-0.52571,-0.5995,-0.4265,,,-0.45,,,,,,,,,,,,,
Northern Hemisphere,1909-03-15,,,,,-0.62814,-0.695,-0.5395,,,-0.66,,,,,,,,,,,,,
Northern Hemisphere,1909-04-15,,,,,-0.51249,-0.568,-0.4475,,,-0.65,,,,,,,,,,,,,
Northern Hemisphere,1909-05-15,,,,,-0.46088,-0.5115,-0.3975,,,-0.49,,,,,,,,,,,,,
Northern Hemisphere,1909-06-15,,,,,-0.52005,-0.5965,-0.443,,,-0.52,,,,,,,,,,,,,
Northern Hemisphere,1909-07-15,,,,,-0.58701,-0.672,-0.5045,,,-0.45,,,,,,,,,,,,,
Northern Hemisphere,1909-08-15,,,,,-0.45101,-0.539,-0.3625,,,-0.36,,,,,,,,,,,,,
Northern Hemisphere,1909-09-15,,,,,-0.54383,-0.613,-0.4605,,,-0.37,,,,,,,,,,,,,
Northern Hemisphere,1909-10-15,,,,,-0.54202,-0.6145,-0.4535,,,-0.34,,,,,,,,,,,,,
Northern Hemisphere,1909-11-15,,,,,-0.63772,-0.717,-0.536,,,-0.12,,,,,,,,,,,,,
Northern Hemisphere,1909-12-15,,,,,-0.53245,-0.614,-0.4265,,,-0.57,,,,,,,,,,,,,
Northern Hemisphere,1910-01-15,,,,,-0.41982,-0.4955,-0.3225,,,-0.35,,,,,,,,,,,,,
Northern Hemisphere,1910-02-15,,,,,-0.54947,-0.6215,-0.456,,,-0.37,,,,,,,,,,,,,
Northern Hemisphere,1910-03-15,,,,,-0.62659,-0.689,-0.5465,,,-0.49,,,,,,,,,,,,,
Northern Hemisphere,1910-04-15,,,,,-0.59803,-0.6515,-0.5365,,,-0.41,,,,,,,,,,,,,
Northern Hemisphere,1910-05-15,,,,,-0.51023,-0.566,-0.4525,,,-0.29,,,,,,,,,,,,,
Northern Hemisphere,1910-06-15,,,,,-0.52951,-0.6135,-0.4585,,,-0.44,,,,,,,,,,,,,
Northern Hemisphere,1910-07-15,,,,,-0.67608,-0.7745,-0.5975,,,-0.38,,,,,,,,,,,,,
Northern Hemisphere,1910-08-15,,,,,-0.54936,-0.649,-0.467,,,-0.4,,,,,,,,,,,,,
Northern Hemisphere,1910-09-15,,,,,-0.4616,-0.542,-0.384,,,-0.43,,,,,,,,,,,,,
Northern Hemisphere,1910-10-15,,,,,-0.46751,-0.5365,-0.3885,,,-0.32,,,,,,,,,,,,,
Northern Hemisphere,1910-11-15,,,,,-0.54605,-0.623,-0.455,,,-0.61,,,,,,,,,,,,,
Northern Hemisphere,1910-12-15,,,,,-0.59979,-0.678,-0.4985,,,-0.81,,,,,,,,,,,,,
Northern Hemisphere,1911-01-15,,,,,-0.39974,-0.4795,-0.3015,,,-0.7,,,,,,,,,,,,,
Northern Hemisphere,1911-02-15,,,,,-0.60237,-0.6735,-0.513,,,-0.58,,,,,,,,,,,,,
Northern Hemisphere,1911-03-15,,,,,-0.48545,-0.548,-0.407,,,-0.63,,,,,,,,,,,,,
Northern Hemisphere,1911-04-15,,,,,-0.65839,-0.7115,-0.604,,,-0.45,,,,,,,,,,,,,
Northern Hemisphere,1911-05-15,,,,,-0.57857,-0.6395,-0.531,,,-0.45,,,,,,,,,,,,,
Northern Hemisphere,1911-06-15,,,,,-0.48446,-0.578,-0.423,,,-0.34,,,,,,,,,,,,,
Northern Hemisphere,1911-07-15,,,,,-0.52832,-0.637,-0.4585,,,-0.38,,,,,,,,,,,,,
Northern Hemisphere,1911-08-15,,,,,-0.40362,-0.511,-0.332,,,-0.43,,,,,,,,,,,,,
Northern Hemisphere,1911-09-15,,,,,-0.30411,-0.3915,-0.2375,,,-0.38,,,,,,,,,,,,,
Northern Hemisphere,1911-10-15,,,,,-0.39675,-0.468,-0.332,,,-0.19,,,,,,,,,,,,,
Northern Hemisphere,1911-11-15,,,,,-0.3935,-0.471,-0.312,,,-0.2,,,,,,,,,,,,,
Northern Hemisphere,1911-12-15,,,,,-0.36897,-0.4495,-0.2685,,,-0.3,,,,,,,,,,,,,
Northern Hemisphere,1912-01-15,,,,,-0.35969,-0.4375,-0.262,,,-0.35,,,,,,,,,,,,,
Northern Hemisphere,1912-02-15,,,,,-0.31817,-0.391,-0.2275,,,-0.17,,,,,,,,,,,,,
Northern Hemisphere,1912-03-15,,,,,-0.22201,-0.287,-0.142,,,-0.61,,,,,,,,,,,,,
Northern Hemisphere,1912-04-15,,,,,-0.30104,-0.3545,-0.2445,,,-0.16,,,,,,,,,,,,,
Northern Hemisphere,1912-05-15,,,,,-0.3049,-0.3645,-0.2525,,,-0.12,,,,,,,,,,,,,
Northern Hemisphere,1912-06-15,,,,,-0.26443,-0.355,-0.199,,,-0.14,,,,,,,,,,,,,
Northern Hemisphere,1912-07-15,,,,,-0.35079,-0.4615,-0.274,,,-0.52,,,,,,,,,,,,,
Northern Hemisphere,1912-08-15,,,,,-0.51768,-0.6275,-0.4395,,,-0.77,,,,,,,,,,,,,
Northern Hemisphere,1912-09-15,,,,,-0.60721,-0.695,-0.5355,,,-0.81,,,,,,,,,,,,,
Northern Hemisphere,1912-10-15,,,,,-0.61879,-0.692,-0.5475,,,-0.85,,,,,,,,,,,,,
Northern Hemisphere,1912-11-15,,,,,-0.61741,-0.6925,-0.539,,,-0.51,,,,,,,,,,,,,
Northern Hemisphere,1912-12-15,,,,,-0.62161,-0.7015,-0.5275,,,-0.57,,,,,,,,,,,,,
Northern Hemisphere,1913-01-15,,,,,-0.56002,-0.642,-0.46,,,-0.55,,,,,,,,,,,,,
Northern Hemisphere,1913-02-15,,,,,-0.51107,-0.586,-0.4205,,,-0.64,,,,,,,,,,,,,
Northern Hemisphere,1913-03-15,,,,,-0.54821,-0.613,-0.4745,,,-0.47,,,,,,,,,,,,,
Northern Hemisphere,1913-04-15,,,,,-0.59369,-0.65,-0.53,,,-0.5,,,,,,,,,,,,,
Northern Hemisphere,1913-05-15,,,,,-0.54905,-0.6135,-0.495,,,-0.54,,,,,,,,,,,,,
Northern Hemisphere,1913-06-15,,,,,-0.63919,-0.7345,-0.572,,,-0.49,,,,,,,,,,,,,
Northern Hemisphere,1913-07-15,,,,,-0.58884,-0.6965,-0.515,,,-0.51,,,,,,,,,,,,,
Northern Hemisphere,1913-08-15,,,,,-0.58245,-0.692,-0.505,,,-0.46,,,,,,,,,,,,,
Northern Hemisphere,1913-09-15,,,,,-0.56778,-0.6535,-0.4975,,,-0.42,,,,,,,,,,,,,
Northern Hemisphere,1913-10-15,,,,,-0.43644,-0.5105,-0.3615,,,-0.39,,,,,,,,,,,,,
Northern Hemisphere,1913-11-15,,,,,-0.46248,-0.541,-0.3765,,,-0.14,,,,,,,,,,,,,
Northern Hemisphere,1913-12-15,,,,,-0.37708,-0.458,-0.283,,,0.11,,,,,,,,,,,,,
Northern Hemisphere,1914-01-15,,,,,-0.40909,-0.49,-0.311,,,0.17,,,,,,,,,,,,,
Northern Hemisphere,1914-02-15,,,,,-0.33854,-0.414,-0.247,,,-0.1,,,,,,,,,,,,,
Northern Hemisphere,1914-03-15,,,,,-0.44097,-0.5065,-0.3605,,,-0.35,,,,,,,,,,,,,
Northern Hemisphere,1914-04-15,,,,,-0.36382,-0.4195,-0.302,,,-0.39,,,,,,,,,,,,,
Northern Hemisphere,1914-05-15,,,,,-0.30536,-0.3735,-0.2455,,,-0.18,,,,,,,,,,,,,
Northern Hemisphere,1914-06-15,,,,,-0.36687,-0.4585,-0.298,,,-0.22,,,,,,,,,,,,,
Northern Hemisphere,1914-07-15,,,,,-0.35505,-0.4635,-0.2775,,,-0.33,,,,,,,,,,,,,
Northern Hemisphere,1914-08-15,,,,,-0.40906,-0.507,-0.334,,,-0.28,,,,,,,,,,,,,
Northern Hemisphere,1914-09-15,,,,,-0.37394,-0.4575,-0.301,,,-0.3,,,,,,,,,,,,,
Northern Hemisphere,1914-10-15,,,,,-0.20355,-0.2775,-0.128,,,-0.01,,,,,,,,,,,,,
Northern Hemisphere,1914-11-15,,,,,-0.27172,-0.3505,-0.186,,,-0.22,,,,,,,,,,,,,
Northern Hemisphere,1914-12-15,,,,,-0.23295,-0.3165,-0.1295,,,-0.05,,,,,,,,,,,,,
Northern Hemisphere,1915-01-15,,,,,-0.18812,-0.271,-0.0825,,,-0.26,,,,,,,,,,,,,
Northern Hemisphere,1915-02-15,,,,,-0.31732,-0.396,-0.2175,,,-0.09,,,,,,,,,,,,,
Northern Hemisphere,1915-03-15,,,,,-0.24698,-0.3155,-0.159,,,-0.24,,,,,,,,,,,,,
Northern Hemisphere,1915-04-15,,,,,-0.22381,-0.2795,-0.1545,,,0.08,,,,,,,,,,,,,
Northern Hemisphere,1915-05-15,,,,,-0.25805,-0.315,-0.2035,,,-0.01,,,,,,,,,,,,,
Northern Hemisphere,1915-06-15,,,,,-0.12778,-0.2135,-0.061,,,-0.12,,,,,,,,,,,,,
Northern Hemisphere,1915-07-15,,,,,-0.05994,-0.159,0.014,,,-0.1,,,,,,,,,,,,,
Northern Hemisphere,1915-08-15,,,,,0.04153,-0.0595,0.12,,,-0.15,,,,,,,,,,,,,
Northern Hemisphere,1915-09-15,,,,,-0.10232,-0.1835,-0.0285,,,-0.21,,,,,,,,,,,,,
Northern Hemisphere,1915-10-15,,,,,-0.24576,-0.3185,-0.167,,,-0.27,,,,,,,,,,,,,
Northern Hemisphere,1915-11-15,,,,,-0.19515,-0.2765,-0.1035,,,-0.03,,,,,,,,,,,,,
Northern Hemisphere,1915-12-15,,,,,-0.35266,-0.438,-0.246,,,-0.24,,,,,,,,,,,,,
Northern Hemisphere,1916-01-15,,,,,-0.37821,-0.4665,-0.27,,,-0.09,,,,,,,,,,,,,
Northern Hemisphere,1916-02-15,,,,,-0.27455,-0.358,-0.17,,,-0.17,,,,,,,,,,,,,
Northern Hemisphere,1916-03-15,,,,,-0.4229,-0.4955,-0.3345,,,-0.38,,,,,,,,,,,,,
Northern Hemisphere,1916-04-15,,,,,-0.33957,-0.399,-0.2725,,,-0.34,,,,,,,,,,,,,
Northern Hemisphere,1916-05-15,,,,,-0.38696,-0.444,-0.33,,,-0.37,,,,,,,,,,,,,
Northern Hemisphere,1916-06-15,,,,,-0.35647,-0.442,-0.287,,,-0.5,,,,,,,,,,,,,
Northern Hemisphere,1916-07-15,,,,,-0.33365,-0.4345,-0.256,,,-0.34,,,,,,,,,,,,,
Northern Hemisphere,1916-08-15,,,,,-0.41697,-0.5195,-0.3345,,,-0.37,,,,,,,,,,,,,
Northern Hemisphere,1916-09-15,,,,,-0.50875,-0.591,-0.431,,,-0.49,,,,,,,,,,,,,
Northern Hemisphere,1916-10-15,,,,,-0.49212,-0.5665,-0.409,,,-0.35,,,,,,,,,,,,,
Northern Hemisphere,1916-11-15,,,,,-0.59305,-0.6775,-0.5005,,,-0.46,,,,,,,,,,,,,
Northern Hemisphere,1916-12-15,,,,,-0.55223,-0.6435,-0.4415,,,-1.13,,,,,,,,,,,,,
Northern Hemisphere,1917-01-15,,,,,-0.6334,-0.719,-0.523,,,-0.52,,,,,,,,,,,,,
Northern Hemisphere,1917-02-15,,,,,-0.51394,-0.595,-0.4095,,,-0.69,,,,,,,,,,,,,
Northern Hemisphere,1917-03-15,,,,,-0.54171,-0.613,-0.4495,,,-0.74,,,,,,,,,,,,,
Northern Hemisphere,1917-04-15,,,,,-0.49151,-0.5515,-0.421,,,-0.64,,,,,,,,,,,,,
Northern Hemisphere,1917-05-15,,,,,-0.53904,-0.5975,-0.478,,,-0.73,,,,,,,,,,,,,
Northern Hemisphere,1917-06-15,,,,,-0.34243,-0.423,-0.275,,,-0.49,,,,,,,,,,,,,
Northern Hemisphere,1917-07-15,,,,,-0.40154,-0.4965,-0.325,,,-0.33,,,,,,,,,,,,,
Northern Hemisphere,1917-08-15,,,,,-0.33612,-0.4305,-0.256,,,-0.4,,,,,,,,,,,,,
Northern Hemisphere,1917-09-15,,,,,-0.32574,-0.403,-0.2475,,,-0.31,,,,,,,,,,,,,
Northern Hemisphere,1917-10-15,,,,,-0.41908,-0.495,-0.332,,,-0.63,,,,,,,,,,,,,
Northern Hemisphere,1917-11-15,,,,,-0.53338,-0.615,-0.4345,,,-0.32,,,,,,,,,,,,,
Northern Hemisphere,1917-12-15,,,,,-0.44937,-0.5385,-0.334,,,-1.06,,,,,,,,,,,,,
Northern Hemisphere,1918-01-15,,,,,-0.51163,-0.609,-0.3945,,,-0.69,,,,,,,,,,,,,
Northern Hemisphere,1918-02-15,,,,,-0.56834,-0.6575,-0.4605,,,-0.46,,,,,,,,,,,,,
Northern Hemisphere,1918-03-15,,,,,-0.51787,-0.5975,-0.4235,,,-0.25,,,,,,,,,,,,,
Northern Hemisphere,1918-04-15,,,,,-0.50901,-0.5745,-0.4395,,,-0.59,,,,,,,,,,,,,
Northern Hemisphere,1918-05-15,,,,,-0.38051,-0.4375,-0.32,,,-0.49,,,,,,,,,,,,,
Northern Hemisphere,1918-06-15,,,,,-0.45526,-0.5315,-0.385,,,-0.45,,,,,,,,,,,,,
Northern Hemisphere,1918-07-15,,,,,-0.53196,-0.6275,-0.4515,,,-0.34,,,,,,,,,,,,,
Northern Hemisphere,1918-08-15,,,,,-0.44796,-0.5415,-0.3635,,,-0.37,,,,,,,,,,,,,
Northern Hemisphere,1918-09-15,,,,,-0.45373,-0.534,-0.37,,,-0.25,,,,,,,,,,,,,
Northern Hemisphere,1918-10-15,,,,,-0.40541,-0.487,-0.3195,,,-0.04,,,,,,,,,,,,,
Northern Hemisphere,1918-11-15,,,,,-0.37277,-0.468,-0.268,,,-0.22,,,,,,,,,,,,,
Northern Hemisphere,1918-12-15,,,,,-0.2984,-0.3985,-0.178,,,-0.56,,,,,,,,,,,,,
Northern Hemisphere,1919-01-15,,,,,-0.25938,-0.3545,-0.139,,,-0.38,,,,,,,,,,,,,
Northern Hemisphere,1919-02-15,,,,,-0.2205,-0.3085,-0.1075,,,-0.39,,,,,,,,,,,,,
Northern Hemisphere,1919-03-15,,,,,-0.32397,-0.4015,-0.225,,,-0.38,,,,,,,,,,,,,
Northern Hemisphere,1919-04-15,,,,,-0.20468,-0.268,-0.131,,,-0.23,,,,,,,,,,,,,
Northern Hemisphere,1919-05-15,,,,,-0.40565,-0.465,-0.3415,,,-0.42,,,,,,,,,,,,,
Northern Hemisphere,1919-06-15,,,,,-0.41724,-0.499,-0.3445,,,-0.39,,,,,,,,,,,,,
Northern Hemisphere,1919-07-15,,,,,-0.39412,-0.491,-0.312,,,-0.33,,,,,,,,,,,,,
Northern Hemisphere,1919-08-15,,,,,-0.48103,-0.5835,-0.3915,,,-0.3,,,,,,,,,,,,,
Northern Hemisphere,1919-09-15,,,,,-0.44509,-0.5245,-0.361,,,-0.19,,,,,,,,,,,,,
Northern Hemisphere,1919-10-15,,,,,-0.38126,-0.4595,-0.2925,,,-0.09,,,,,,,,,,,,,
Northern Hemisphere,1919-11-15,,,,,-0.45412,-0.544,-0.352,,,-0.48,,,,,,,,,,,,,
Northern Hemisphere,1919-12-15,,,,,-0.59535,-0.692,-0.4755,,,-0.55,,,,,,,,,,,,,
Northern Hemisphere,1920-01-15,,,,,-0.42762,-0.527,-0.306,,,-0.15,,,,,,,,,,,,,
Northern Hemisphere,1920-02-15,,,,,-0.27457,-0.366,-0.161,,,-0.29,,,,,,,,,,,,,
Northern Hemisphere,1920-03-15,,,,,-0.34827,-0.429,-0.2515,,,0,,,,,,,,,,,,,
Northern Hemisphere,1920-04-15,,,,,-0.3827,-0.448,-0.3035,,,-0.21,,,,,,,,,,,,,
Northern Hemisphere,1920-05-15,,,,,-0.26365,-0.3245,-0.1915,,,-0.21,,,,,,,,,,,,,
Northern Hemisphere,1920-06-15,,,,,-0.24869,-0.3375,-0.1625,,,-0.26,,,,,,,,,,,,,
Northern Hemisphere,1920-07-15,,,,,-0.26617,-0.372,-0.1685,,,-0.25,,,,,,,,,,,,,
Northern Hemisphere,1920-08-15,,,,,-0.37811,-0.4805,-0.278,,,-0.31,,,,,,,,,,,,,
Northern Hemisphere,1920-09-15,,,,,-0.38477,-0.468,-0.2865,,,-0.35,,,,,,,,,,,,,
Northern Hemisphere,1920-10-15,,,,,-0.27727,-0.358,-0.179,,,-0.4,,,,,,,,,,,,,
Northern Hemisphere,1920-11-15,,,,,-0.32009,-0.4155,-0.2085,,,-0.45,,,,,,,,,,,,,
Northern Hemisphere,1920-12-15,,,,,-0.30992,-0.4095,-0.1965,,,-0.71,,,,,,,,,,,,,
Northern Hemisphere,1921-01-15,,,,,-0.32215,-0.4195,-0.214,,,0.19,,,,,,,,,,,,,
Northern Hemisphere,1921-02-15,,,,,-0.19638,-0.2885,-0.0885,,,-0.09,,,,,,,,,,,,,
Northern Hemisphere,1921-03-15,,,,,-0.32735,-0.408,-0.237,,,-0.11,,,,,,,,,,,,,
Northern Hemisphere,1921-04-15,,,,,-0.17,-0.2375,-0.0935,,,-0.16,,,,,,,,,,,,,
Northern Hemisphere,1921-05-15,,,,,-0.28133,-0.346,-0.2095,,,-0.24,,,,,,,,,,,,,
Northern Hemisphere,1921-06-15,,,,,-0.26597,-0.357,-0.1825,,,-0.14,,,,,,,,,,,,,
Northern Hemisphere,1921-07-15,,,,,-0.21358,-0.3155,-0.1235,,,-0.03,,,,,,,,,,,,,
Northern Hemisphere,1921-08-15,,,,,-0.21785,-0.3205,-0.122,,,-0.29,,,,,,,,,,,,,
Northern Hemisphere,1921-09-15,,,,,-0.17707,-0.264,-0.083,,,-0.18,,,,,,,,,,,,,
Northern Hemisphere,1921-10-15,,,,,-0.11486,-0.203,-0.023,,,0,,,,,,,,,,,,,
Northern Hemisphere,1921-11-15,,,,,-0.28901,-0.383,-0.183,,,-0.1,,,,,,,,,,,,,
Northern Hemisphere,1921-12-15,,,,,-0.14523,-0.2445,-0.0365,,,-0.12,,,,,,,,,,,,,
Northern Hemisphere,1922-01-15,,,,,-0.26792,-0.367,-0.151,,,-0.38,,,,,,,,,,,,,
Northern Hemisphere,1922-02-15,,,,,-0.17515,-0.265,-0.0725,,,-0.62,,,,,,,,,,,,,
Northern Hemisphere,1922-03-15,,,,,-0.12586,-0.2055,-0.0365,,,-0.11,,,,,,,,,,,,,
Northern Hemisphere,1922-04-15,,,,,-0.23927,-0.3055,-0.1645,,,-0.16,,,,,,,,,,,,,
Northern Hemisphere,1922-05-15,,,,,-0.31411,-0.377,-0.239,,,-0.18,,,,,,,,,,,,,
Northern Hemisphere,1922-06-15,,,,,-0.32621,-0.415,-0.238,,,-0.15,,,,,,,,,,,,,
Northern Hemisphere,1922-07-15,,,,,-0.3257,-0.4305,-0.228,,,-0.27,,,,,,,,,,,,,
Northern Hemisphere,1922-08-15,,,,,-0.34493,-0.4515,-0.2415,,,-0.36,,,,,,,,,,,,,
Northern Hemisphere,1922-09-15,,,,,-0.31716,-0.406,-0.219,,,-0.42,,,,,,,,,,,,,
Northern Hemisphere,1922-10-15,,,,,-0.38649,-0.4685,-0.2905,,,-0.3,,,,,,,,,,,,,
Northern Hemisphere,1922-11-15,,,,,-0.34811,-0.44,-0.2435,,,-0.12,,,,,,,,,,,,,
Northern Hemisphere,1922-12-15,,,,,-0.37887,-0.476,-0.274,,,-0.16,,,,,,,,,,,,,
Northern Hemisphere,1923-01-15,,,,,-0.40017,-0.5,-0.2815,,,-0.17,,,,,,,,,,,,,
Northern Hemisphere,1923-02-15,,,,,-0.39963,-0.4925,-0.2885,,,-0.47,,,,,,,,,,,,,
Northern Hemisphere,1923-03-15,,,,,-0.44558,-0.527,-0.356,,,-0.39,,,,,,,,,,,,,
Northern Hemisphere,1923-04-15,,,,,-0.3011,-0.369,-0.218,,,-0.53,,,,,,,,,,,,,
Northern Hemisphere,1923-05-15,,,,,-0.21066,-0.278,-0.13,,,-0.39,,,,,,,,,,,,,
Northern Hemisphere,1923-06-15,,,,,-0.32502,-0.42,-0.231,,,-0.24,,,,,,,,,,,,,
Northern Hemisphere,1923-07-15,,,,,-0.28819,-0.3955,-0.1875,,,-0.29,,,,,,,,,,,,,
Northern Hemisphere,1923-08-15,,,,,-0.35396,-0.4595,-0.2495,,,-0.28,,,,,,,,,,,,,
Northern Hemisphere,1923-09-15,,,,,-0.29511,-0.382,-0.192,,,-0.17,,,,,,,,,,,,,
Northern Hemisphere,1923-10-15,,,,,-0.27549,-0.36,-0.1705,,,0.06,,,,,,,,,,,,,
Northern Hemisphere,1923-11-15,,,,,-0.13103,-0.2265,-0.0205,,,0.16,,,,,,,,,,,,,
Northern Hemisphere,1923-12-15,,,,,-0.15438,-0.2555,-0.043,,,0.11,,,,,,,,,,,,,
Northern Hemisphere,1924-01-15,,,,,-0.20074,-0.3025,-0.0815,,,-0.27,,,,,,,,,,,,,
Northern Hemisphere,1924-02-15,,,,,-0.17447,-0.268,-0.062,,,-0.2,,,,,,,,,,,,,
Northern Hemisphere,1924-03-15,,,,,-0.22264,-0.305,-0.1245,,,0.03,,,,,,,,,,,,,
Northern Hemisphere,1924-04-15,,,,,-0.13814,-0.206,-0.056,,,-0.25,,,,,,,,,,,,,
Northern Hemisphere,1924-05-15,,,,,-0.13816,-0.2075,-0.0625,,,-0.05,,,,,,,,,,,,,
Northern Hemisphere,1924-06-15,,,,,-0.16323,-0.254,-0.0765,,,-0.19,,,,,,,,,,,,,
Northern Hemisphere,1924-07-15,,,,,-0.14018,-0.242,-0.0465,,,-0.22,,,,,,,,,,,,,
Northern Hemisphere,1924-08-15,,,,,-0.27837,-0.3825,-0.179,,,-0.26,,,,,,,,,,,,,
Northern Hemisphere,1924-09-15,,,,,-0.27356,-0.363,-0.1755,,,-0.22,,,,,,,,,,,,,
Northern Hemisphere,1924-10-15,,,,,-0.34347,-0.429,-0.2445,,,-0.23,,,,,,,,,,,,,
Northern Hemisphere,1924-11-15,,,,,-0.43662,-0.533,-0.317,,,0.12,,,,,,,,,,,,,
Northern Hemisphere,1924-12-15,,,,,-0.48744,-0.592,-0.3665,,,-0.36,,,,,,,,,,,,,
Northern Hemisphere,1925-01-15,,,,,-0.37909,-0.481,-0.263,,,-0.26,,,,,,,,,,,,,
Northern Hemisphere,1925-02-15,,,,,-0.42956,-0.5235,-0.3235,,,-0.36,,,,,,,,,,,,,
Northern Hemisphere,1925-03-15,,,,,-0.29307,-0.3775,-0.1985,,,-0.22,,,,,,,,,,,,,
Northern Hemisphere,1925-04-15,,,,,-0.34357,-0.412,-0.269,,,-0.16,,,,,,,,,,,,,
Northern Hemisphere,1925-05-15,,,,,-0.14242,-0.21,-0.0665,,,-0.21,,,,,,,,,,,,,
Northern Hemisphere,1925-06-15,,,,,-0.20687,-0.2985,-0.1185,,,-0.26,,,,,,,,,,,,,
Northern Hemisphere,1925-07-15,,,,,-0.13746,-0.243,-0.0415,,,-0.26,,,,,,,,,,,,,
Northern Hemisphere,1925-08-15,,,,,-0.15752,-0.261,-0.058,,,-0.2,,,,,,,,,,,,,
Northern Hemisphere,1925-09-15,,,,,-0.13397,-0.2245,-0.0375,,,-0.05,,,,,,,,,,,,,
Northern Hemisphere,1925-10-15,,,,,-0.14283,-0.2275,-0.047,,,-0.09,,,,,,,,,,,,,
Northern Hemisphere,1925-11-15,,,,,-0.13671,-0.234,-0.0285,,,0.24,,,,,,,,,,,,,
Northern Hemisphere,1925-12-15,,,,,-0.13446,-0.238,-0.022,,,0.23,,,,,,,,,,,,,
Northern Hemisphere,1926-01-15,,,,,-0.01274,-0.115,0.104,,,0.54,,,,,,,,,,,,,
Northern Hemisphere,1926-02-15,,,,,-0.03311,-0.128,0.079,,,0.19,,,,,,,,,,,,,
Northern Hemisphere,1926-03-15,,,,,-0.08738,-0.172,0.0045,,,0.39,,,,,,,,,,,,,
Northern Hemisphere,1926-04-15,,,,,-0.04121,-0.111,0.038,,,-0.12,,,,,,,,,,,,,
Northern Hemisphere,1926-05-15,,,,,-0.11005,-0.177,-0.0295,,,-0.23,,,,,,,,,,,,,
Northern Hemisphere,1926-06-15,,,,,-0.0582,-0.152,0.037,,,-0.2,,,,,,,,,,,,,
Northern Hemisphere,1926-07-15,,,,,-0.07844,-0.1845,0.025,,,-0.19,,,,,,,,,,,,,
Northern Hemisphere,1926-08-15,,,,,-0.02831,-0.132,0.0775,,,-0.06,,,,,,,,,,,,,
Northern Hemisphere,1926-09-15,,,,,0.02256,-0.068,0.127,,,-0.03,,,,,,,,,,,,,
Northern Hemisphere,1926-10-15,,,,,0.07652,-0.0105,0.1795,,,0.06,,,,,,,,,,,,,
Northern Hemisphere,1926-11-15,,,,,-0.06264,-0.1615,0.045,,,0.17,,,,,,,,,,,,,
Northern Hemisphere,1926-12-15,,,,,-0.09933,-0.205,0.0175,,,-0.29,,,,,,,,,,,,,
Northern Hemisphere,1927-01-15,,,,,-0.09168,-0.1945,0.0375,,,-0.27,,,,,,,,,,,,,
Northern Hemisphere,1927-02-15,,,,,-0.11784,-0.2115,-0.0025,,,-0.07,,,,,,,,,,,,,
Northern Hemisphere,1927-03-15,,,,,-0.1568,-0.2415,-0.0625,,,-0.46,,,,,,,,,,,,,
Northern Hemisphere,1927-04-15,,,,,-0.16274,-0.233,-0.0835,,,-0.26,,,,,,,,,,,,,
