"API_WellNo","County","CoName","Hole","SideTrck","Completion","Well_Typ","Field","Wl_Status","Well_Nm","town","Prod Form","MonthProd","GasProd","WaterProd","OilProd","Year"
"31101230960000","Steuben","Nathan Petroleum Corporation","23096","00","00","OD","Beech Hill-Independence","AC","Edwards II 38","West Union","Fulmer Valley","12","404","2","31","2022"
"31003552690000","Allegany","Sam Koehler Enterprises, Inc.","55269","00","00","OD","Fulmer Valley","IN","Costello-Barnes 8","Willing","Fulmer Valley","0","0","0","0","2022"
"31013136420000","Chautauqua","Greenridge Oil Company LLC","13642","00","00","GD","Lakeshore","AC","Swanson 1","Arkwright","Medina","0","0","0","0","2022"
"31009677720000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67772","00","00","OD","Four Mile","IN","Oak Hill 18","Allegany","Bradford","0","0","0","0","2022"
"31013247430000","Chautauqua","PPP Future Development Inc.","24743","00","00","GD","Lakeshore","AC","Arrigo 1","Hanover","Medina","12","266","0","0","2022"
"31013217320000","Chautauqua","Empire Energy E & P, LLC","21732","00","00","GD","Lakeshore","AC","Mercurio, R 1","Pomfret","Medina","4","20","0","0","2022"
"31013283130000","Chautauqua","Johnson, Mark & Troy","28313","00","00","OD","Busti","AC","Curtis 31-A","Busti","Glade","12","0","1","48","2022"
"31013226770000","Chautauqua","PPP Future Development Inc.","22677","00","00","GD","Lakeshore","AC","Nelson, R 1","Kiantone","Medina","12","345","0","0","2022"
"31013242800000","Chautauqua","Universal Resources Holdings, Inc.","24280","00","00","GD","Lakeshore","AC","Gierlinger 4","Charlotte","Medina","3","34","0","0","2022"
"31013225270000","Chautauqua","Empire Energy E & P, LLC","22527","00","00","GD","Lakeshore","AC","Westfield Watershed 7","Westfield","Medina","12","1445","0","0","2022"
"31099261070000","Seneca","Minard Run Oil Company","26107","00","00","GD","Fayette-Waterloo","AC","Gillan 1 (626395)","Fayette","Queenston","12","2840","0","0","2022"
"31029219060000","Erie","Empire Energy E & P, LLC","21906","00","00","GD","Orchard Park-Hamburg","AC","J&W 1","Hamburg","Medina","12","726","0","0","2022"
"31051173040000","Livingston","Lenape Resources LLC","17304","00","00","GD","Uhley Corners-Caledonia","AC","Rogers 94","York","Medina","12","163","0","0","2022"
"31009242300000","Cattaraugus","Pennhills Resources, LLC","24230","00","00","OD","Bradford","AC","Rumsey Devonian Sec 10 Lot 3-104","Allegany","Bradford & Chipmunk","12","240","4","65","2022"
"31003663810000","Allegany","Crooks, John C.","66381","00","00","OD","Richburg","IN","Childs 40","Genesee","Richburg","0","0","0","0","2022"
"31011116320000","Cayuga","Steimle, Peter C.","11632","00","00","GD","Auburn","AC","Steimle 9","Owasco","Queenston","12","200","0","0","2022"
"31015230760000","Chemung","Repsol Oil & Gas USA, LLC","23076","00","00","GW","Seeley Creek","AC","Curren 1","Southport","Black River","8","13155","60","0","2022"
"31029157630000","Erie","Cotton Well Drilling Company, Inc.","15763","00","00","GD","Brant-Eden","SI","Both 1","Boston","Medina","0","0","0","0","2022"
"31009180910000","Cattaraugus","Empire Energy E & P, LLC","18091","00","00","GD","Lakeshore","AC","Busekist R 2","Otto","Medina","12","1016","0","0","2022"
"31003678340000","Allegany","Iron Dinosaur Oil","67834","00","00","OD","Browning","IN","Browning 17a","Scio","Scio","0","0","0","0","2022"
"31009117230000","Cattaraugus","Arrowhead Resources, Inc.","11723","00","00","GW","Ashford","AC","Kelview 1","Ashford","Medina","10","2066","0","0","2022"
"31013115360000","Chautauqua","Empire Energy E & P, LLC","11536","00","00","GD","Lakeshore","AC","Kasbohm 1235","Pomfret","Medina","12","876","50","0","2022"
"31013152010000","Chautauqua","Empire Energy E & P, LLC","15201","00","00","GD","Lakeshore","AC","Kershaw, L 3","Chautauqua","Medina","9","480","0","0","2022"
"31011206090000","Cayuga","Minard Run Oil Company","20609","00","00","GD","West Auburn","SI","Klock 1040-3","Fleming","Queenston","0","0","0","0","2022"
"31029123500000","Erie","PPP Future Development Inc.","12350","00","00","GD","Concord","IN","Smith & Lochte 1378","Concord","Medina","0","0","0","0","2022"
"31069040860000","Ontario","Empire Energy E & P, LLC","04086","00","00","GE","East Bloomfield","AC","Lincoln 6666","East Bloomfield","Medina","12","3952","0","0","2022"
"31009233650000","Cattaraugus","Woods Oil Company, Inc.","23365","00","00","OD","Bradford","AC","Woods 18","Carrollton","Bradford & Chipmunk","12","21","10","41","2022"
"31013119040000","Chautauqua","Empire Energy E & P, LLC","11904","00","00","GD","Lakeshore","AC","Suess 430","Stockton","Medina","12","1619","0","0","2022"
"31003675530000","Allegany","Saint John Exploration & Production, Inc.","67553","00","00","OD","Richburg","IN","Big Four 11","Bolivar","Richburg","0","0","0","0","2022"
"31013218180000","Chautauqua","Empire Energy E & P, LLC","21818","00","00","GD","Lakeshore","AC","Wakefield, X 1","Poland","Medina","12","2102","0","0","2022"
"31013127360000","Chautauqua","Empire Energy E & P, LLC","12736","00","00","GD","Lakeshore","AC","Betts 1","Westfield","Medina","12","1158","0","0","2022"
"31099206290000","Seneca","A.D.C.O. Well Services Inc.","20629","00","00","GD","Fayette-Waterloo","IN","Larsen 1059-3","Fayette","Queenston","0","0","0","0","2022"
"31029187100000","Erie","Alden Aurora Gas Company, Inc.","18710","00","00","GD","Alden-Lancaster","AC","E Kazmark 1","Alden","Medina","12","641","7","0","2022"
"31053260640000","Madison","Minard Run Oil Company","26064","00","00","GE","Bradley Brook - Herkimer pool","AC","Coger 1 H","Lebanon","Herkimer","0","0","0","0","2022"
"31013181630000","Chautauqua","Stedman Energy, Inc.","18163","00","00","GD","Lakeshore","IN","Walker 1","Charlotte","Medina","6","338","0","0","2022"
"31003666660000","Allegany","Choudhury Oil & Gas Mining Corp","66666","00","00","OD","Richburg","IN","Cass 43","Wirt","Richburg","0","0","0","0","2022"
"31101216630000","Steuben","Nathan Petroleum Corporation","21663","00","00","OD","Beech Hill-Independence","AC","Edwards 30","West Union","Fulmer Valley","12","20","4","7","2022"
"31013252700000","Chautauqua","PPP Future Development Inc.","25270","00","00","GD","Lakeshore","AC","D'Angelo 1","Hanover","Medina","12","211","0","0","2022"
"31029113480000","Erie","Turnbull Gas, LLC","11348","00","00","GD","Brant-Eden","AC","Catalano 1","Brant","Medina","12","250","0","0","2022"
"31009105770000","Cattaraugus","Empire Energy E & P, LLC","10577","00","00","GE","Lakeshore","AC","Marek, L&V 1","Otto","Medina","12","1546","0","0","2022"
"31013207560000","Chautauqua","Empire Energy E & P, LLC","20756","00","00","GD","Lakeshore","AC","Morrison Unit 408-1","Pomfret","Grimsby","12","1471","0","0","2022"
"31009561820000","Cattaraugus","Severtson, James C.","56182","00","00","OD","Chipmunk","IN","Homer 1","Allegany","Not Applicable","0","0","0","0","2022"
"31013226560000","Chautauqua","Empire Energy E & P, LLC","22656","00","00","GD","Lakeshore","AC","Nelson 1","Gerry","Medina","1","1","0","0","2022"
"31099206270000","Seneca","Minard Run Oil Company","20627","00","00","GD","Fayette-Waterloo","AC","Sigrist 1 (1041-3)","Fayette","Queenston","12","864","0","0","2022"
"31013152630000","Chautauqua","Pefley Oil & Gas, Inc.","15263","00","00","GD","Lakeshore","IN","Babyak 2","Busti","Whirlpool","0","0","0","0","2022"
"31011212830000","Cayuga","Minard Run Oil Company","21283","00","00","GD","West Auburn","AC","Large 1145-7","Fleming","Queenston","12","906","0","0","2022"
"31037103870000","Genesee","Cone, Ronald M.","10387","00","00","GE","Roanoke","AC","Cone 1","Stafford","Medina","12","400","0","0","2022"
"31009199850000","Cattaraugus","Empire Energy E & P, LLC","19985","00","00","GD","Lakeshore","AC","Miller, J 2","Conewango","Medina","12","958","0","0","2022"
"31009653730000","Cattaraugus","Little, Jay R.","65373","00","00","IW","Chipmunk","IN","Pfouts II 7","Carrollton","Chipmunk","0","0","0","0","2022"
"31009220940000","Cattaraugus","Shultz, Todd W.","22094","00","00","OD","Chipmunk","AC","Shultz 22","Carrollton","Chipmunk & Bradford 2nd","12","1","1","20","2022"
"31003255220000","Allegany","Bull Dog Oil","25522","00","00","OD","Richburg","AC","Gadsby-Bulldog 5","Bolivar","Richburg","12","9","8","86","2022"
"31003551970000","Allegany","Sam Koehler Enterprises, Inc.","55197","00","00","OD","Fulmer Valley","AC","Brandes 1","Wellsville","Fulmer Valley","1","0","0","1","2022"
"31029198920000","Erie","Stedman Energy, Inc.","19892","00","00","GD","Brant-Eden","AC","Chiavetta 1","Brant","Medina","12","896","47","0","2022"
"31009249700000","Cattaraugus","Pennhills Resources, LLC","24970","00","00","OD","Chipmunk","AC","Rumsey Devonian Sec 10 Lot 3-192","Allegany","Upper Devonian","12","284","5","45","2022"
"31009300640000","Cattaraugus","McCracken Oil & Gas, LLC","30064","00","00","OD","Bradford","AC","Neff #22","Allegany","Bradford & Chipmunk","12","0","90","284","2022"
"31003151990000","Allegany","Klein Oil & Logging","15199","00","00","OD","Richburg","AC","45-68 Lot 68","Alma","Richburg","12","7","8","98","2022"
"31009179490000","Cattaraugus","Empire Energy E & P, LLC","17949","00","00","GD","Lakeshore","AC","Kurek, E 2","Conewango","Medina","12","2275","0","0","2022"
"31013143110000","Chautauqua","Empire Energy E & P, LLC","14311","00","00","GD","Lakeshore","AC","Loll, W 1","Ripley","Medina","10","694","0","0","2022"
"31003668000000","Allegany","Joyce, Christine M.","66800","00","00","OD","Fulmer Valley","IN","Clark 6","Andover","Fulmer Valley","0","0","0","0","2022"
"31101141500000","Steuben","Nathan Petroleum Corporation","14150","00","00","OD","Beech Hill-Independence","IN","Quintette-Edwards 6e","West Union","Fulmer Valley","12","0","1","8","2022"
"31009233680000","Cattaraugus","Woods Oil Company, Inc.","23368","00","00","OD","Bradford","AC","Woods 21","Carrollton","Bradford & Chipmunk","12","21","9","47","2022"
"31013145970000","Chautauqua","PPP Future Development Inc.","14597","00","00","GD","Lakeshore","AC","Barone 1","Pomfret","Medina","12","69","0","0","2022"
"31009281040000","Cattaraugus","Burlingame Oil, LLC","28104","00","00","OD","Four Mile","AC","Burlingame 105","Allegany","Chipmunk, Bradford 2nd & 3rd","12","56","4","37","2022"
"31013118000000","Chautauqua","Empire Energy E & P, LLC","11800","00","00","GD","Lakeshore","AC","Preiss 1267","Dunkirk","Medina","11","1308","0","0","2022"
"31029192740000","Erie","Stedman Energy, Inc.","19274","00","00","GD","Brant-Eden","AC","Gugino 2","Brant","Medina","9","509","0","0","2022"
"31101300170000","Steuben","Vertical Energy, Inc.","30017","00","00","OD","Beech Hill-Independence","DC","Edwards 4","West Union","Not Applicable","0","0","0","0","2022"
"31013171240000","Chautauqua","Empire Energy E & P, LLC","17124","00","00","GD","Lakeshore","AC","Bliss,A 2","French Creek","Medina","12","264","65","0","2022"
"31013199410000","Chautauqua","Empire Energy E & P, LLC","19941","00","00","GD","Lakeshore","AC","Peterson 1a","Ellery","Medina","1","1","0","0","2022"
"31003636720000","Allegany","Hunt Oil Co.","63672","00","00","OD","Richburg","AC","Bellamy Farm 16","Alma","Richburg","5","0","4","8","2022"
"31029258800000","Erie","PPP Future Development Inc.","25880","00","00","GW","New Field Wildcat","AC","Monheim 2","Wales","Medina","7","48","0","0","2022"
"31013130860000","Chautauqua","Empire Energy E & P, LLC","13086","00","00","GD","Lakeshore","AC","Ellis 1","Ripley","Medina","12","1061","0","0","2022"
"31009276250001","Cattaraugus","Blackhawk Energy, LLC","27625","00","01","OD","Bradford","AC","Young 152","Olean","Upper Devonian","11","268","82","110","2022"
"31003680600000","Allegany","Sam Koehler Enterprises, Inc.","68060","00","00","IW","Fulmer Valley","IN","Ewell 010","Wellsville","Fulmer Valley","0","0","0","0","2022"
"31013197430000","Chautauqua","Empire Energy E & P, LLC","19743","00","00","GD","Lakeshore","AC","Tenhuisen, P 1","Clymer","Medina","12","806","0","0","2022"
"31009280860000","Cattaraugus","AC Oil LLC","28086","00","00","OD","Bradford","AC","Neece 1","Carrollton","Chipmunk, Bradford 1st,2nd,3rd","12","10","7","185","2022"
"31003300000000","Allegany","Sam Koehler Enterprises, Inc.","30000","00","00","OD","Fulmer Valley","AC","Otis Eastern #3-1","Andover","Penny & Fulmer Valley","12","246","2","18","2022"
"31003300080000","Allegany","Sam Koehler Enterprises, Inc.","30008","00","00","OD","Fulmer Valley","AC","Otis Eastern #5-2","Andover","Penny & Fulmer Valley","12","246","1","21","2022"
"31009301870000","Cattaraugus","Pennhills Resources, LLC","30187","00","00","OD","Bradford","DC","Rumsey 313","Allegany","Chipmunk, Bradford 2nd & 3rd","12","655","74","499","2022"
"31003247880000","Allegany","PPP Future Development Inc.","24788","00","00","OD","Fulmer Valley","AC","Ponderosa 5","Independence","Fulmer Valley","12","385","0","0","2022"
"31013082710000","Chautauqua","Libra Petroleum Company","08271","00","00","OD","Busti","AC","L. Crandall 12","Busti","Glade","12","0","1","1","2022"
"31029144350000","Erie","Stedman Energy, Inc.","14435","00","00","GD","Lakeview","AC","Jewitt 1","Evans","Medina","9","198","0","0","2022"
"31029135850000","Erie","Seibel Modern Mfg. & Welding Corp.","13585","00","00","GD","Alden-Lancaster","AC","Seibel 1","Lancaster","Medina","12","388","0","0","2022"
"31009300540001","Cattaraugus","McCracken Oil & Gas, LLC","30054","00","01","OD","Bradford","AC","Williams #7","Carrollton","Bradford 2nd & 3rd","12","372","120","199","2022"
"31013179700000","Chautauqua","Stedman Energy, Inc.","17970","00","00","GD","Lakeshore","AC","Sweeney, W. Sr. 2","Busti","Medina","12","211","0","0","2022"
"31013031680000","Chautauqua","Nucomer Energy, LLC","03168","00","00","GD","Lakeshore","IN","Civilett N. 2023-I","Pomfret","Medina","1","10","0","0","2022"
"31013277490000","Chautauqua","Vertical Energy, Inc.","27749","00","00","OD","Busti","AC","Towne Milford/Curtis 11","Busti","Glade","12","5","2","15","2022"
"31003235580000","Allegany","Sam Koehler Enterprises, Inc.","23558","00","00","OD","Beech Hill-Independence","AC","Mervine 38","Independence","Fulmer Valley","7","251","2","10","2022"
"31101214800000","Steuben","Nathan Petroleum Corporation","21480","00","00","OD","Beech Hill-Independence","AC","Losey 10","West Union","Fulmer Valley","12","79","6","13","2022"
"31003601470000","Allegany","Crooks, John C.","60147","00","00","NL","Not Applicable","UL","Childs U9","Genesee","Not Applicable","0","0","0","0","2022"
"31003609280000","Allegany","Saint John Exploration & Production, Inc.","60928","00","00","IW","Richburg","IN","Trio Farm 25x","Bolivar","Richburg","0","0","0","0","2022"
"31013256530000","Chautauqua","Universal Resources Holdings, Inc.","25653","00","00","GD","Lakeshore","AC","Lebaron 6","Charlotte","Medina","8","137","0","0","2022"
"31029069250000","Erie","Empire Energy E & P, LLC","06925","00","00","GD","Lakeview","AC","Far Away Estates 1","Evans","Medina","11","10440","8","0","2022"
"31013136340000","Chautauqua","Empire Energy E & P, LLC","13634","00","00","GW","Lakeshore","AC","Peterson 6658","Busti","Medina","12","1023","3","0","2022"
"31009285330000","Cattaraugus","Dimes Energy GP Inc.","28533","00","00","OD","Bradford","AC","DR-15     ","Allegany","Bradford & Chipmunk","12","424","996","124","2022"
"31013181940000","Chautauqua","Empire Energy E & P, LLC","18194","00","00","GD","Lakeshore","AC","Nord,N 2","Ellington","Medina","12","730","1","0","2022"
"31009250750000","Cattaraugus","PPP Future Development Inc.","25075","00","00","GD","Lakeshore","AC","Hershberger 1","Leon","Medina","12","288","0","0","2022"
"31051161860000","Livingston","Lenape Resources LLC","16186","00","00","GD","Uhley Corners-Caledonia","AC","Weewood 86","Caledonia","Medina","11","270","0","0","2022"
"31003563610000","Allegany","Collins, Dave","56361","00","00","OD","Richburg","UL","Vincent 140","Scio","Richburg","0","0","0","0","2022"
"31011228690000","Cayuga","OI Auburn, Inc.","22869","00","00","GD","West Auburn","AC","Horst A136-3","Aurelius","Queenston","12","2211","0","0","2022"
"31003563430000","Allegany","PPP Future Development Inc.","56343","00","00","OD","Richburg","SI","Daggett 7 (Lot 9)","Clarksville","Richburg","0","0","0","0","2022"
"31009199670000","Cattaraugus","Shultz, Todd W.","19967","00","00","OD","Chipmunk","AC","Hale & Shultz 2","Carrollton","Chipmunk & Bradford 2nd","10","1","0","20","2022"
"31003675370000","Allegany","Saint John Exploration & Production, Inc.","67537","00","00","OD","Richburg","IN","Big Four Old 7","Bolivar","Richburg","0","0","0","0","2022"
"31013159360000","Chautauqua","Empire Energy E & P, LLC","15936","00","00","GD","Lakeshore","AC","NYSRA 3-4","Chautauqua","Medina","12","1071","0","0","2022"
"31013251830000","Chautauqua","Vertical Energy, Inc.","25183","00","00","OD","Busti","AC","MSC1 21","Busti","Glade","12","4","2","12","2022"
"31051161950000","Livingston","Lenape Resources LLC","16195","00","00","GD","Uhley Corners-Caledonia","AC","Hoag 87","Caledonia","Medina","12","351","0","0","2022"
"31009222080000","Cattaraugus","Reyrock Oil, LLC","22208","00","00","OD","Chipmunk","AC","North Clare 27","Allegany","Chipmunk","12","5","0","5","2022"
"31051194310000","Livingston","Kime Brothers","19431","00","00","GD","Avon","AC","Tuchrello 1","Avon","Medina","12","78","0","0","2022"
"31011207090000","Cayuga","Minard Run Oil Company","20709","00","00","GD","West Auburn","AC","Juli Donald 997-2","Aurelius","Queenston","12","868","0","0","2022"
"31051161420000","Livingston","Lenape Resources LLC","16142","00","00","GD","Uhley Corners-Caledonia","SI","Daley 72","Caledonia","Medina","0","0","0","0","2022"
"31029159110000","Erie","Stedman Energy, Inc.","15911","00","00","GD","Buffalo Creek","AC","Martenet 1","Marilla","Medina","12","1217","0","0","2022"
"31029646500000","Erie","Arkema Inc.","64650","00","00","GD","Buffalo","PA","Lucidol Fee 1","Tonawanda City","Medina","0","0","0","0","2022"
"31009164170000","Cattaraugus","Empire Energy E & P, LLC","16417","00","00","GD","Lakeshore","AC","Stone C & J 2","Persia","Medina","12","393","0","0","2022"
"31009159730000","Cattaraugus","Shultz, Todd W.","15973","00","00","OD","Chipmunk","AC","Shultz 7","Carrollton","Chipmunk","11","1","1","20","2022"
"31003279120000","Allegany","Sam Koehler Enterprises, Inc.","27912","00","00","OD","Fulmer Valley","AC","Grantier 36","Independence","Fulmer Valley","7","155","1","2","2022"
"31013141510000","Chautauqua","Empire Energy E & P, LLC","14151","00","00","GD","Lakeshore","AC","Beck 6652","Busti","Medina","10","671","0","0","2022"
"31003603480000","Allegany","Alma Gas Company, Inc.","60348","00","00","GD","Sharon","AC","O'Donnell 2101","Alma","Upper Devonian","12","258","0","0","2022"
"31029252790000","Erie","PPP Future Development Inc.","25279","00","00","GD","North Collins","AC","Seufert 1","North Collins","Medina","12","1110","0","0","2022"
"31013226010000","Chautauqua","Libra Petroleum Company","22601","00","00","OD","Busti","AC","Crandall, L 39","Busti","Glade","12","0","0","1","2022"
"31013148850000","Chautauqua","Empire Energy E & P, LLC","14885","00","00","GD","Lakeshore","AC","Deck 610","Westfield","Medina","12","721","0","0","2022"
"31011175170000","Cayuga","OI Auburn, Inc.","17517","00","00","GD","West Auburn","AC","Fuller A118-6","Aurelius","Queenston","12","2988","0","0","2022"
"31009172900000","Cattaraugus","Empire Energy E & P, LLC","17290","00","00","GD","Lakeshore","AC","Beaver, X 2","Randolph","Medina","12","926","0","0","2022"
"31009604480000","Cattaraugus","Case Brothers Inc.","60448","00","00","OD","Chipmunk","IN","Morse 3","Carrollton","Chipmunk","0","0","0","0","2022"
"31011260240000","Cayuga","Minard Run Oil Company","26024","00","00","GW","New Field Wildcat","SI","Lacey 1 (626597)","Scipio","Queenston","0","0","0","0","2022"
"31003256100000","Allegany","PPP Future Development Inc.","25610","00","00","OD","Beech Hill","AC","Richardson T&W 1","Independence","Fulmer Valley","12","360","0","0","2022"
"31015238270000","Chemung","Repsol Oil & Gas USA, LLC","23827","00","00","GW","Brick House","IN","Hulett 1","Veteran","Black River","0","0","0","0","2022"
"31013144010000","Chautauqua","Cotton Well Drilling Company, Inc.","14401","00","00","GD","Lakeshore","IN","3132 Thompson","Westfield","Medina","0","0","0","0","2022"
"31013183600000","Chautauqua","G.L. Olson, Inc.","18360","00","00","GD","Lakeshore","AC","Olson,G 2","Ellery","Medina","12","480","0","0","2022"
"31003259640000","Allegany","PPP Future Development Inc.","25964","00","00","OD","Fulmer Valley","AC","Clark CV 8","Andover","Upper Devonian","12","148","0","0","2022"
"31029209190000","Erie","Pan Energy Company, Inc.","20919","00","00","GD","Orchard Park-Hamburg","IN","Schultz 1","Hamburg","Medina","11","80","0","0","2022"
"31029200030000","Erie","Stedman Energy, Inc.","20003","00","00","GD","Elma","AC","Luders 1","Elma","Grimsby","12","668","0","0","2022"
"31013187490000","Chautauqua","Empire Energy E & P, LLC","18749","00","00","GD","Lakeshore","SI","Rowicki 1","Cherry Creek","Medina","1","1","0","0","2022"
"31009282530000","Cattaraugus","West River Energy LLC","28253","00","00","OD","Bradford","AC","Rose Estate 6","Olean","Chipmunk, Bradford 2nd & 3rd","12","27","0","100","2022"
"31029258790001","Erie","PPP Future Development Inc.","25879","00","01","GD","North Collins","AC","Lewandowski 1","North Collins","Medina","12","120","0","0","2022"
"31013200840000","Chautauqua","The Carroll Rod & Gun Club, Inc. of Frewsburg, NY","20084","00","00","GD","Lakeshore","AC","Carroll Rod & Gun Cl 1","Carroll","Medina","12","165","0","0","2022"
"31013187910000","Chautauqua","PPP Future Development Inc.","18791","00","00","GD","Lakeshore","IN","Stowell-Kolb 235","Ellery","Medina","0","0","0","0","2022"
"31003562780000","Allegany","PPP Future Development Inc.","56278","00","00","OD","Richburg","PA","Daggett 161","Genesee","Richburg","0","0","0","0","2022"
"31037260300000","Genesee","Stedman Energy, Inc.","26030","00","00","GD","Alden-Lancaster","AC","Perry 1","Pembroke","Medina","12","1242","0","0","2022"
"31029163520000","Erie","Stedman Energy, Inc.","16352","00","00","GD","Brant-Eden","AC","Way Phillips 2","Brant","Grimsby","12","850","0","0","2022"
"31013243350000","Chautauqua","PPP Future Development Inc.","24335","00","00","GD","Lakeshore","AC","Hahn 1","Hanover","Medina","12","347","0","0","2022"
"31013154570000","Chautauqua","Stedman Energy, Inc.","15457","00","00","GD","Lakeshore","AC","Colgrove 1-A","Chautauqua","Medina","12","1045","0","0","2022"
"31013246170000","Chautauqua","Cotton Well Drilling Company, Inc.","24617","00","00","GD","Lakeshore","AC","Smith 1","Sheridan","Medina","12","1444","0","0","2022"
"31121240220000","Wyoming","Lenape Resources LLC","24022","00","00","GD","Leicester","AC","Bow-Hill Farms 1-1","Covington","Medina","11","254","0","0","2022"
"31013207110000","Chautauqua","Empire Energy E & P, LLC","20711","00","00","GD","Lakeshore","AC","Marshall, D 6569","Ellicott","Medina","12","326","0","0","2022"
"31013162790000","Chautauqua","PPP Future Development Inc.","16279","00","00","GD","Lakeshore","AC","Risley 1","Gerry","Medina","11","185","0","0","2022"
"31013279310000","Chautauqua","Decker, James K. & Tiffany J.","27931","00","00","OD","Busti","AC","Peterson 4","Busti","Glade","6","1","5","3","2022"
"31009250840000","Cattaraugus","Copper Ridge Oil, Inc.","25084","00","00","OD","Bradford","AC","Weis 63","Olean","Bradford Third","10","50","3","45","2022"
"31013207480000","Chautauqua","PPP Future Development Inc.","20748","00","00","GD","Lakeshore","AC","Bloomquist 3","Carroll","Medina","12","563","0","0","2022"
"31003666550000","Allegany","Hewitt Oil, LLC","66655","00","00","OD","Richburg","IN","Wyvell 3","Alma","Richburg","0","0","0","0","2022"
"31013112560000","Chautauqua","Empire Energy E & P, LLC","11256","00","00","GD","Lakeshore","AC","Zysk 235","Westfield","Medina","12","827","60","0","2022"
"31013145570000","Chautauqua","Empire Energy E & P, LLC","14557","00","00","GD","Lakeshore","AC","Clancy 594","Westfield","Medina","12","1337","0","0","2022"
"31013171020000","Chautauqua","Fairway Resources, Inc.","17102","00","00","OD","Busti","AC","Davis 22","Busti","Glade","4","1","1","2","2022"
"31037151700000","Genesee","United States Gypsum Company","15170","00","00","GD","Huron Creek","IN","Seamans 1","Batavia","Medina","0","0","0","0","2022"
"31029256120000","Erie","Alden Aurora Gas Company, Inc.","25612","00","00","GD","Alden-Lancaster","AC","Lerner 1","Alden","Medina","12","534","12","0","2022"
"31013211890000","Chautauqua","Empire Energy E & P, LLC","21189","00","00","GD","Lakeshore","AC","Schruers, G 1","Clymer","Medina","12","1207","80","0","2022"
"31013116280000","Chautauqua","Empire Energy E & P, LLC","11628","00","00","GD","Lakeshore","AC","Gervase 1219 1","Pomfret","Medina","12","814","0","0","2022"
"31013103160000","Chautauqua","Empire Energy E & P, LLC","10316","00","00","GD","Lakeshore","AC","Wakley 49","Ripley","Medina","12","2261","0","0","2022"
"31037151690000","Genesee","United States Gypsum Company","15169","00","00","GD","Huron Creek","AC","Jericho Lake 1","Darien","Medina","12","1045","0","0","2022"
"31013251710000","Chautauqua","PPP Future Development Inc.","25171","00","00","GD","Lakeshore","AC","Feinen 1","Hanover","Medina","12","1787","0","0","2022"
"31003637000000","Allegany","Simon of Bolivar Enterprises, Inc.","63700","00","00","OD","Richburg","AC","Mulkin 11","Bolivar","Richburg","12","0","0","42","2022"
"31009677680000","Cattaraugus","Perkins & Perkins Oil Co. Inc.","67768","00","00","OD","Four Mile","AC","Oak Hill 14","Allegany","Bradford","8","1","1","2","2022"
"31009240070000","Cattaraugus","Pennhills Resources, LLC","24007","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-13","Allegany","Bradford & Chipmunk","12","286","5","82","2022"
"31013190170000","Chautauqua","Universal Resources Holdings, Inc.","19017","00","00","GD","Lakeshore","AC","Pattyson Unit 2","Charlotte","Medina","6","115","0","0","2022"
"31029201080000","Erie","Stedman Energy, Inc.","20108","00","00","GD","Brant-Eden","AC","Phillips Unit 1","Evans","Surficial","12","449","50","0","2022"
"31013200690000","Chautauqua","Universal Resources Holdings, Inc.","20069","00","00","GD","Lakeshore","AC","Holmquist/Sealy 1-A","Gerry","Medina","6","216","0","0","2022"
"31013247310000","Chautauqua","PPP Future Development Inc.","24731","00","00","GD","Lakeshore","AC","Fairbank K 1","North Harmony","Medina","12","434","0","0","2022"
"31009133710000","Cattaraugus","Nucomer Energy, LLC","13371","00","00","GD","Lakeshore","AC","Milks 1704-I","Persia","Medina","12","608","0","0","2022"
"31009245580000","Cattaraugus","Pennhills Resources, LLC","24558","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-270","Allegany","Bradford Third","12","286","5","82","2022"
"31009255540000","Cattaraugus","Copper Ridge Oil, Inc.","25554","00","00","OD","Five Mile","AC","Weis 72","Olean","Bradford","6","41","2","37","2022"
"31013060610000","Chautauqua","Decker, James K. & Tiffany J.","06061","00","00","OD","Busti","AC","Boswell 4","Busti","Glade","12","10","0","4","2022"
"31003252130000","Allegany","Nathan Petroleum Corp., Yahn & Yahn Inc","25213","00","00","OD","Beech Hill","AC","Austin 22Y","Independence","Fulmer Valley","12","981","8","18","2022"
"31009139210000","Cattaraugus","Woods Oil Company, Inc.","13921","00","00","OD","Bradford","AC","Templeton 03","Carrollton","Chipmunk, Bradford 2nd & 3rd","6","21","6","16","2022"
"31037116090000","Genesee","Alden Aurora Gas Company, Inc.","11609","00","00","GD","Alden-Lancaster","AC","Kohlhagen 1","Darien","Medina","9","854","12","0","2022"
"31009285440000","Cattaraugus","Dimes Energy GP Inc.","28544","00","00","OD","Four Mile","AC","DK-2     ","Allegany","Chipmunk, Bradford 1st,2nd,3rd","12","636","1245","373","2022"
"31009245670000","Cattaraugus","Pennhills Resources, LLC","24567","00","00","OD","Bradford","AC","Rumsey Devonian Sec 14 Lot 1-279","Allegany","Upper Devonian","12","286","5","82","2022"
"31009256870000","Cattaraugus","McCracken Oil & Gas, LLC","25687","00","00","OD","Bradford","AC","Rosa O'Brian RO-5","Carrollton","Chipmunk, Bradford 2nd & 3rd","12","251","58","91","2022"
